@RELATION FEATURES_RUNSTATUS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ALL {ok, timeout, memout, not_applicable, crash, other}

@DATA
datas/sc2002/industrial/goldberg/hard_eq_check/C880mul.miter.shuffled-as.sat03-348.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/alu4mul.miter.shuffled-as.sat03-344.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c3540mul.miter.shuffled-as.sat03-345.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/c7552mul.miter.shuffled-as.sat03-347.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/dalumul.miter.shuffled-as.sat03-349.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/desmul.miter.shuffled-as.sat03-350.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/frg1mul.miter.shuffled-as.sat03-351.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/frg2mul.miter.shuffled-as.sat03-352.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/i10mul.miter.shuffled-as.sat03-353.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/i8mul.miter.shuffled-as.sat03-354.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/rotmul.miter.shuffled-as.sat03-356.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/term1mul.miter.shuffled-as.sat03-357.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/vdamul.miter.shuffled-as.sat03-358.cnf,1,ok
datas/sc2002/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf,1,ok
datas/sc2002/industrial/kukula/addm_bench/am_4_4.shuffled-as.sat03-360.cnf,1,ok
datas/sc2002/industrial/kukula/addm_bench/am_5_5.shuffled-as.sat03-361.cnf,1,ok
datas/sc2002/industrial/kukula/addm_bench/am_6_6.shuffled-as.sat03-362.cnf,1,ok
datas/sc2002/industrial/maris/CNF/ferry10.shuffled-as.sat03-378.cnf,1,ok
datas/sc2002/industrial/maris/CNF/ferry10u.shuffled-as.sat03-379.cnf,1,ok
datas/sc2002/industrial/maris/CNF/ferry11.shuffled-as.sat03-380.cnf,1,ok
datas/sc2002/industrial/maris/CNF/ferry11u.shuffled-as.sat03-381.cnf,1,ok
datas/sc2002/industrial/maris/CNF/ferry12.shuffled-as.sat03-382.cnf,1,ok
datas/sc2002/industrial/maris/CNF/ferry12u.shuffled-as.sat03-383.cnf,1,ok
datas/sc2002/industrial/maris/CNF/ferry8.shuffled-as.sat03-384.cnf,1,ok
datas/sc2002/industrial/maris/CNF/ferry8u.shuffled-as.sat03-385.cnf,1,ok
datas/sc2002/industrial/maris/CNF/ferry9.shuffled-as.sat03-386.cnf,1,ok
datas/sc2002/industrial/maris/CNF/ferry9u.shuffled-as.sat03-387.cnf,1,ok
datas/sc2002/industrial/maris/CNF/gripper10.shuffled-as.sat03-388.cnf,1,ok
datas/sc2002/industrial/maris/CNF/gripper10u.shuffled-as.sat03-389.cnf,1,ok
