@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE DIAMETER-mean NUMERIC
@ATTRIBUTE DIAMETER-coeff-variation NUMERIC
@ATTRIBUTE DIAMETER-min NUMERIC
@ATTRIBUTE DIAMETER-max NUMERIC
@ATTRIBUTE DIAMETER-entropy NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE vars-reduced-depth-1 NUMERIC
@ATTRIBUTE vars-reduced-depth-4 NUMERIC
@ATTRIBUTE vars-reduced-depth-16 NUMERIC
@ATTRIBUTE vars-reduced-depth-64 NUMERIC
@ATTRIBUTE vars-reduced-depth-256 NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC

@DATA
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v38-c27360-01-S1687864750.shuffled-as.sat03-1718.cnf,1,38,27360,38,27360,0,0,0.001388889,0.245818713,0.810300784,0,1,1.355102305,0.263157895,0,0.263157895,0.263157895,0,0,0,0,0.263157895,0.007939334,0.259137427,0.269736842,3.528141868,0.020909686,0.011929144,0.002360783,0.051517683,1.568870264,0.002914358,0.088758632,0.00244883,0.00372807,2.916899603,0.011074561,0.001352339,0,0.001352339,0.001352339,0,0,0,0,-512,0,0,0,0,0,2,0,2,2,0,4708.333333,0.005765458,4673,4739,4739,4673,4739,4673,4713,20.84394994,0.004248091,20.73036593,20.9464022,20.9464022,20.73036593,20.9464022,20.73036593,20.85508169,0.038210296,0.55930369,0.004447772,0.092113718,0.061109428,0.013368991,0.050763617,0.017029467,0.039768764,0.492073286,0.000128066,0.491853625,0.492177119,0.492134613,0.491980387,0.492111449,0.492042643,0.492084773,0,0,0,0.157894737,0.157894737,0.797868695,0.832131339
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v38-c27360-02-S1092725406.shuffled-as.sat03-1719.cnf,1,38,27360,38,27360,0,0,0.001388889,0.246593567,0.797435107,0,1,1.347390776,0.263157895,0,0.263157895,0.263157895,0,0,0,0,0.263157895,0.011051283,0.256834795,0.269809942,3.601104729,0.018480993,0.00904159,0,0.040295042,1.347217691,0.002606571,0.111858647,0.002119883,0.003252924,3.040113583,0.009904971,0.001352339,0,0.001352339,0.001352339,0,0,0,0,-512,0,0,0,0,0,2,0,2,2,0,4723.333333,0.009443423,4671,4780,4780,4671,4780,4671,4719,20.68235685,0.006914419,20.52900878,20.87322176,20.87322176,20.52900878,20.87322176,20.52900878,20.64484001,0.033913323,0.482227637,2.13E-05,0.072764703,0.05561795,0.014793884,0.045666877,0.021266367,0.033057943,0.492085088,0.000179606,0.491865143,0.492317039,0.492201964,0.491999834,0.492129684,0.492026587,0.492088106,0,0,0,0.263157895,0.263157895,0.80376263,0.836901868
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v38-c27360-03-S314965668.shuffled-as.sat03-1720.cnf,1,38,27360,38,27360,0,0,0.001388889,0.245350877,0.802415218,0,1,1.346590629,0.263157895,0,0.263157895,0.263157895,0,0,0,0,0.263157895,0.011605284,0.258406433,0.270614035,3.564623299,0.022516693,0.01038862,0.001091703,0.038276856,1.362516918,0.002635426,0.115499273,0.002083333,0.003472222,2.901308298,0.01001462,0.001352339,0,0.001352339,0.001352339,0,0,0,0,-512,0,0,0,0,0,2,0,2,2,0,4733.333333,0.002447626,4718,4746,4746,4718,4746,4718,4736,20.71977626,0.004548526,20.61021619,20.84028656,20.84028656,20.61021619,20.84028656,20.61021619,20.70882601,0.04115506,0.45559716,0.002038791,0.069182773,0.063657952,0.013719614,0.057242865,0.026111409,0.045270804,0.492070431,0.00018743,0.491844902,0.492231325,0.492189677,0.491921053,0.492132798,0.492022065,0.492087969,0,0,0,0.052631579,0.052631579,0.804384735,0.836608618
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v43-c30960-01-S580109247.shuffled-as.sat03-1723.cnf,1,43,30960,43,30960,0,0,0.001388889,0.247015504,0.808685868,0,1,1.35749189,0.23255814,0,0.23255814,0.23255814,0,0,0,0,0.23255814,0.009871183,0.227939276,0.236886305,3.664481904,0.021423193,0.011982191,0.000139762,0.051984349,1.546420511,0.002764257,0.085614646,0.002099483,0.003229974,2.985214344,0.011886305,0.001356589,0,0.001356589,0.001356589,0,0,0,0,-512,0,0,0,0,0,2,0,2,2,0,4684,0.007372973,4649,4731,4731,4649,4731,4649,4672,22.95350487,0.010319692,22.74446117,23.28471782,23.28471782,22.74446117,23.28471782,22.74446117,22.83133562,0.039136588,0.550644544,0.000131634,0.092990568,0.061547188,0.011176969,0.05734297,0.024642323,0.038477788,0.492071815,0.000158926,0.491923018,0.492231355,0.492176028,0.491952122,0.492131961,0.49201489,0.492073519,0,0,0,0.11627907,0.11627907,0.789427732,0.826350519
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v43-c30960-02-S1047729146.shuffled-as.sat03-1724.cnf,1,43,30960,43,30960,0,0,0.001388889,0.245904393,0.809361134,0,1,1.355284918,0.23255814,0,0.23255814,0.23255814,0,0,0,0,0.23255814,0.01081489,0.225872093,0.237435401,3.696721308,0.022139578,0.011381043,0.001380834,0.042579241,1.495279011,0.002336098,0.099467675,0.001873385,0.002971576,3.001649186,0.01004522,0.001356589,0,0.001356589,0.001356589,0,0,0,0,-512,0,0,0,0,0,2,0,2,2,0,4679.333333,0.009169165,4620,4720,4720,4620,4720,4620,4698,22.79333722,0.011872858,22.4948052,23.15,23.15,22.4948052,23.15,22.4948052,22.73520647,0.040443969,0.50632069,0.002570134,0.076610359,0.066473468,0.013138005,0.060449584,0.026111649,0.038513254,0.492070105,0.000159738,0.491912373,0.49227006,0.492165666,0.49197176,0.492111769,0.492022635,0.492066986,0,0,0,0.186046512,0.186046512,0.792844925,0.830358018
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v43-c30960-03-S1088632852.shuffled-as.sat03-1725.cnf,1,43,30960,43,30960,0,0,0.001388889,0.247319121,0.809480296,0,1,1.360726637,0.23255814,0,0.23255814,0.23255814,0,0,0,0,0.23255814,0.009306351,0.229231266,0.238630491,3.696721308,0.023509898,0.012065947,0.00041488,0.048375854,1.473923385,0.002786792,0.098642717,0.002260982,0.003423773,3.233201094,0.011983204,0.001356589,0,0.001356589,0.001356589,0,0,0,0,-512,0,0,0,0,0,2,0,2,2,0,4717,0.001059996,4712,4722,4722,4712,4722,4712,4722,23.18518037,0.008589862,22.98602287,23.38433786,23.38433786,22.98602287,23.38433786,22.98602287,23.38433786,0.042871169,0.505803617,0.000728159,0.086765324,0.0696881,0.011145211,0.055632099,0.030371892,0.044160161,0.492063999,0.000145867,0.491897276,0.492165103,0.4921539,0.491963307,0.492130099,0.492002589,0.492075785,0,0,0,0.209302326,0.209302326,0.794991055,0.83385783
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v50-c36000-01-S33776929.shuffled-as.sat03-1728.cnf,1,50,36000,50,36000,0,0,0.001388889,0.246666667,0.809390648,0,1,1.357363315,0.2,0,0.2,0.2,0,0,0,0,0.2,0.011176647,0.195972222,0.204944444,3.828845344,0.022005551,0.010097263,0.001256808,0.040661613,1.355925188,0.002233333,0.085014963,0.001861111,0.00275,3.117895198,0.011166667,0.001361111,0,0.001361111,0.001361111,0,0,0,0,-512,0,0,0,0,0,2,0,2,2,0,4646.666667,0.010860842,4601,4717,4717,4601,4717,4601,4622,25.87838497,0.01082659,25.54270811,26.22853509,26.22853509,25.54270811,26.22853509,25.54270811,25.86391173,0.04025287,0.451837674,0.002348271,0.073453865,0.068099452,0.016875133,0.050768133,0.027151802,0.041920317,0.492072911,0.000193171,0.491861489,0.492258621,0.492208567,0.491949592,0.492143132,0.492007714,0.492072711,0,0,0,0.14,0.14,0.780040568,0.820715668
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v50-c36000-03-S999535890.shuffled-as.sat03-1730.cnf,1,50,36000,50,36000,0,0,0.001388889,0.246877778,0.802296131,0,1,1.352250171,0.2,0,0.2,0.2,0,0,0,0,0.2,0.010185358,0.196444444,0.204222222,3.801119457,0.021377415,0.011363308,0.000413736,0.049526989,1.503012242,0.002016667,0.110570977,0.001555556,0.002527778,3.203357431,0.010083333,0.001361111,0,0.001361111,0.001361111,0,0,0,0,-512,0,0,0,0,0,2,0,2,2,0,4654.333333,0.011241493,4600,4725,4725,4600,4725,4600,4638,25.84840094,0.007678764,25.61521739,26.10031746,26.10031746,25.61521739,26.10031746,25.61521739,25.82966796,0.039073604,0.523744311,0.000845045,0.088669755,0.059779138,0.007475422,0.052383174,0.027996534,0.038498894,0.492072957,0.000177184,0.491890104,0.49224717,0.492203493,0.491966848,0.492142239,0.491995134,0.492078781,0,0,0,0.1,0.1,0.779203036,0.823388007
datas/sc2002/random/dequen/treshold/gencnf-k4-r9.88-v155-c1531-01-S1003715042.shuffled-as.sat03-1733.cnf,1,155,1531,155,1531,0,0,0.101241019,0.376551274,0.897005683,0,1,0.989730684,0.025806452,0,0.025806452,0.025806452,0,0,0,0,0.025806452,0.161882717,0.015676029,0.038536904,3.134440241,0.131537869,0.103815494,0,0.44,3.35346296,0.008124565,0.299151132,0.002612671,0.014369693,2.680546473,0.314826911,0.053930596,0.109387237,0.038536904,0.06727629,0.050823371,0.117356293,0.032658393,0.071848465,3.609928192,0.067424928,0.142747695,0.046070461,0.113804714,1.380038263,3,0,3,3,0,4172.9,0.017678154,4114,4362,4362,4118,4210,4122,4146,23.56543594,0.040800145,22.31765557,25.76432829,25.76432829,22.4783848,23.9885756,22.63671685,23.64734183,0.261990779,0.698879219,0.004109662,0.765467608,0.519467059,0.037023735,0.395599698,0.111388923,0.238424348,0.013542805,0.781449231,0.000774099,0.060958008,0.025873804,0.003463806,0.016910221,0.006047708,0.01120555,0,0,0.012903226,0.258064516,0.258064516,0.475529601,0.694342268
datas/sc2002/random/dequen/treshold/gencnf-k4-r9.88-v155-c1531-02-S532470768.shuffled-as.sat03-1734.cnf,1,155,1531,155,1531,0,0,0.101241019,0.370999347,0.909397026,0,1,0.987264947,0.025806452,0,0.025806452,0.025806452,0,0,0,0,0.025806452,0.172942613,0.016982364,0.037883736,3.184221529,0.124722076,0.091241407,0,0.405405405,3.261508995,0.007821158,0.279318368,0.002612671,0.012410189,2.537034228,0.303069889,0.053989591,0.124188182,0.037230568,0.069235794,0.051160408,0.111793455,0.033964729,0.073154801,3.569220421,0.067579471,0.149383451,0.044458763,0.116384181,1.429300887,3,0,3,3,0,4155.4,0.014120354,4052,4277,4277,4091,4180,4126,4155,23.4743651,0.050578449,21.73949783,26.10498013,26.10498013,22.34019139,24.27508483,22.50550239,23.29795427,0.254924185,0.64780651,0.000248034,0.686423538,0.512204,0.065740166,0.354440486,0.110905755,0.244802982,0.01264097,0.757085965,0.000862973,0.049346133,0.025436974,0.003236932,0.018012168,0.005664911,0.009906637,0,0,0.006451613,0.303225806,0.303225806,0.473553371,0.664696152
