@RELATION FEATURES_RUNSTATUS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ALL {ok, timeout, memout, not_applicable, crash, other}

@DATA
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v38-c27360-01-S1687864750.shuffled-as.sat03-1718.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v38-c27360-02-S1092725406.shuffled-as.sat03-1719.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v38-c27360-03-S314965668.shuffled-as.sat03-1720.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v43-c30960-01-S580109247.shuffled-as.sat03-1723.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v43-c30960-02-S1047729146.shuffled-as.sat03-1724.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v43-c30960-03-S1088632852.shuffled-as.sat03-1725.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v50-c36000-01-S33776929.shuffled-as.sat03-1728.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k10-r720-v50-c36000-03-S999535890.shuffled-as.sat03-1730.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k4-r9.88-v155-c1531-01-S1003715042.shuffled-as.sat03-1733.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k4-r9.88-v155-c1531-02-S532470768.shuffled-as.sat03-1734.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k4-r9.88-v177-c1748-02-S1248633808.shuffled-as.sat03-1739.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k4-r9.88-v177-c1748-03-S1351216716.shuffled-as.sat03-1740.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k4-r9.88-v200-c1976-02-S1817630997.shuffled-as.sat03-1744.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k5-r21.5-v131-c2816-02-S1751106364.shuffled-as.sat03-1749.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k5-r21.5-v170-c3655-01-S735296936.shuffled-as.sat03-1758.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k5-r21.5-v170-c3655-02-S1524008531.shuffled-as.sat03-1759.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k6-r44.3-v108-c4784-02-S601394963.shuffled-as.sat03-1764.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k7-r88.7-v110-c9757-01-S445034247.shuffled-as.sat03-1778.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k7-r88.7-v110-c9757-02-S941582236.shuffled-as.sat03-1779.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k7-r88.7-v110-c9757-03-S1100405919.shuffled-as.sat03-1780.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k7-r88.7-v85-c7539-01-S962370643.shuffled-as.sat03-1783.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k7-r88.7-v85-c7539-03-S1719810675.shuffled-as.sat03-1785.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k7-r88.7-v97-c8603-01-S1759534791.shuffled-as.sat03-1788.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k7-r88.7-v97-c8603-03-S1950555695.shuffled-as.sat03-1790.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k8-r180-v69-c12420-01-S766929954.shuffled-as.sat03-1798.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k8-r180-v69-c12420-02-S1875805434.shuffled-as.sat03-1799.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k8-r180-v69-c12420-03-S648380720.shuffled-as.sat03-1800.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k8-r180-v80-c14400-02-S1183903711.shuffled-as.sat03-1804.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k9-r357-v46-c16422-01-S647636672.shuffled-as.sat03-1808.cnf,1,ok
datas/sc2002/random/dequen/treshold/gencnf-k9-r357-v46-c16422-02-S1314785596.shuffled-as.sat03-1809.cnf,1,ok
