@RELATION FEATURES_RUNSTATUS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE ALL {ok, timeout, memout, not_applicable, crash, other}

@DATA
datas/sc2002/handmade/anton/SAT/SGI_30_60_28_30_1-dir.shuffled-as.sat03-1.cnf,1,ok
datas/sc2002/handmade/anton/SAT/SGI_30_60_28_30_1-log.shuffled-as.sat03-2.cnf,1,ok
datas/sc2002/handmade/anton/SAT/SGI_30_70_26_60_3-dir.shuffled-as.sat03-3.cnf,1,ok
datas/sc2002/handmade/anton/SAT/SGI_30_70_26_60_3-log.shuffled-as.sat03-4.cnf,1,ok
datas/sc2002/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_40_30_20_2-dir.shuffled-as.sat03-104.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_50_30_20_1-dir.shuffled-as.sat03-106.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_50_30_20_3-dir.shuffled-as.sat03-108.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_50_30_20_5-dir.shuffled-as.sat03-110.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_50_30_20_5-log.shuffled-as.sat03-111.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_19_60_6-dir.shuffled-as.sat03-112.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_23_50_8-dir.shuffled-as.sat03-116.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_24_40_2-dir.shuffled-as.sat03-118.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_25_40_2-dir.shuffled-as.sat03-120.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_28_40_10-dir.shuffled-as.sat03-122.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_28_40_2-dir.shuffled-as.sat03-124.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_28_40_7-dir.shuffled-as.sat03-126.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_28_50_8-dir.shuffled-as.sat03-128.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_30_30_2-dir.shuffled-as.sat03-132.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_60_30_40_6-dir.shuffled-as.sat03-134.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_19_80_8-dir.shuffled-as.sat03-142.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_21_60_7-dir.shuffled-as.sat03-150.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_23_50_1-dir.shuffled-as.sat03-156.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_23_60_1-dir.shuffled-as.sat03-158.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_25_50_7-dir.shuffled-as.sat03-161.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_26_50_3-dir.shuffled-as.sat03-165.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_28_60_1-dir.shuffled-as.sat03-175.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,ok
datas/sc2002/handmade/anton/UNSAT/SGI_30_70_30_40_3-dir.shuffled-as.sat03-181.cnf,1,ok
datas/sc2002/handmade/bevan/cnf/bevhcube3.shuffled-as.sat03-1425.cnf,1,ok
datas/sc2002/handmade/bevan/cnf/bevhcube4.shuffled-as.sat03-1426.cnf,1,ok
datas/sc2002/handmade/bevan/cnf/bevhcube5.shuffled-as.sat03-1427.cnf,1,ok
datas/sc2002/handmade/bevan/cnf/bevhcube6.shuffled-as.sat03-1428.cnf,1,ok
datas/sc2002/handmade/bevan/cnf/dodecahedron.shuffled-as.sat03-1429.cnf,1,ok
datas/sc2002/handmade/bevan/cnf/hcb2.shuffled-as.sat03-1430.cnf,1,ok
datas/sc2002/handmade/bevan/cnf/hcb3.shuffled-as.sat03-1431.cnf,1,ok
datas/sc2002/handmade/bevan/cnf/hypercube4.shuffled-as.sat03-1434.cnf,1,ok
